city;race_name;date;when;division;who;total time;W/L/T;hurdles;name;start;time;error;anomaly;w_pair
Heroltice;Hanácké škvarek;2023-04-22;10:11:57;1;Wildrunners Dreamers;17.01;L;25.0;Sunny;-0.24;4.21;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:11:57;1;Wildrunners Dreamers;17.01;L;25.0;Dixie;0.3;4.24;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:11:57;1;Wildrunners Dreamers;17.01;L;25.0;Alex;0.16;4.22;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:11:57;1;Wildrunners Dreamers;17.01;L;25.0;Hector;0.0;4.13;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:11:57;1;Wildrunners Maximini;19.43;L;25.0;Brooke;-0.11;4.08;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:11:57;1;Wildrunners Maximini;19.43;L;25.0;Rocky;1.29;5.15;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:11:57;1;Wildrunners Maximini;19.43;L;25.0;Bella;0.23;4.52;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:11:57;1;Wildrunners Maximini;19.43;L;25.0;Bree;0.0;4.28;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:13:25;1;Wildrunners Dreamers;17.42;W;25.0;Sunny;0.02;4.25;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:13:25;1;Wildrunners Dreamers;17.42;W;25.0;Dixie;0.15;4.23;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:13:25;1;Wildrunners Dreamers;17.42;W;25.0;Alex;0.34;4.25;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:13:25;1;Wildrunners Dreamers;17.42;W;25.0;Hector;0.0;4.18;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:13:25;1;Wildrunners Maximini;18.59;L;25.0;Brooke;-0.63;4.25;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:13:25;1;Wildrunners Maximini;18.59;L;25.0;Rocky;0.79;5.5;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:13:25;1;Wildrunners Maximini;18.59;L;25.0;Bella;0.16;4.56;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:13:25;1;Wildrunners Maximini;18.59;L;25.0;Bree;-0.33;4.28;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:15:06;1;Wildrunners Dreamers;16.73;W;25.0;Sunny;-0.06;4.21;TRUE;TRUE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:15:06;1;Wildrunners Dreamers;16.73;W;25.0;Dixie;-0.19;4.29;TRUE;TRUE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:15:06;1;Wildrunners Dreamers;16.73;W;25.0;Alex;0.12;4.27;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:15:06;1;Wildrunners Dreamers;16.73;W;25.0;Hector;999.0;4.08;TRUE;TRUE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:15:06;1;Wildrunners Maximini;18.01;L;25.0;Brooke;-0.59;4.28;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:15:06;1;Wildrunners Maximini;18.01;L;25.0;Rocky;0.54;5.16;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:15:06;1;Wildrunners Maximini;18.01;L;25.0;Bella;999.0;4.57;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:15:06;1;Wildrunners Maximini;18.01;L;25.0;Bree;-0.17;4.22;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:37:19;1;Wildrunners Hopefuls;16.14;L;27.5;Enola;0.2;3.87;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:37:19;1;Wildrunners Hopefuls;16.14;L;27.5;Maggie;0.13;3.97;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:37:19;1;Wildrunners Hopefuls;16.14;L;27.5;Tyna;999.0;4.1;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:37:19;1;Wildrunners Hopefuls;16.14;L;27.5;Moon;999.0;3.87;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:37:19;1;Fofr Dog;18.43;L;22.5;Hessie;-0.06;4.76;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:37:19;1;Fofr Dog;18.43;L;22.5;Dizzy;0.0;4.41;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:37:19;1;Fofr Dog;18.43;L;22.5;Tex;0.32;3.85;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:37:19;1;Fofr Dog;18.43;L;22.5;Ogi;0.36;4.78;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:38:44;1;Wildrunners Hopefuls;16.27;L;27.5;Enola;0.12;3.93;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:38:44;1;Wildrunners Hopefuls;16.27;L;27.5;Maggie;0.16;4.0;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:38:44;1;Wildrunners Hopefuls;16.27;L;27.5;Tyna;0.12;4.08;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:38:44;1;Wildrunners Hopefuls;16.27;L;27.5;Moon;999.0;3.87;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:38:44;1;Fofr Dog;18.43;W;22.5;Hessie;0.28;4.69;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:38:44;1;Fofr Dog;18.43;W;22.5;Dizzy;0.0;4.42;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:38:44;1;Fofr Dog;18.43;W;22.5;Tex;0.46;3.83;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:38:44;1;Fofr Dog;18.43;W;22.5;Ogi;0.0;4.75;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:40:15;1;Wildrunners Hopefuls;16.24;L;27.5;Enola;0.13;3.89;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:40:15;1;Wildrunners Hopefuls;16.24;L;27.5;Maggie;999.0;4.02;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:40:15;1;Wildrunners Hopefuls;16.24;L;27.5;Tyna;0.0;4.11;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:40:15;1;Wildrunners Hopefuls;16.24;L;27.5;Moon;0.2;3.91;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:40:15;1;Fofr Dog;27.51;W;22.5;Hessie;0.43;4.72;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:40:15;1;Fofr Dog;27.51;W;22.5;Dizzy;0.0;4.41;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:40:15;1;Fofr Dog;27.51;W;22.5;Tex;0.31;3.92;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:40:15;1;Fofr Dog;27.51;W;22.5;Ogi;0.18;4.72;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:49:45;2;Fofr Dog Future;32.79;W;22.5;Ela;0.15;4.19;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:49:45;2;Fofr Dog Future;32.79;W;22.5;Lenny;999.0;4.88;TRUE;TRUE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:49:45;2;Fofr Dog Future;32.79;W;22.5;Elli;0.42;4.91;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:49:45;2;Fofr Dog Future;32.79;W;22.5;Sigy;0.77;5.14;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:49:45;2;Wildrunners Xxl;38.16;L;15.0;Dusty;0.85;6.07;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:49:45;2;Wildrunners Xxl;38.16;L;15.0;Gordon;0.48;6.9;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:49:45;2;Wildrunners Xxl;38.16;L;15.0;Agnes;1.13;4.76;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:49:45;2;Wildrunners Xxl;38.16;L;15.0;Angie;0.7;5.28;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:51:02;2;Fofr Dog Future;20.32;W;22.5;Ela;0.15;4.24;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:51:02;2;Fofr Dog Future;20.32;W;22.5;Lenny;0.0;4.41;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:51:02;2;Fofr Dog Future;20.32;W;22.5;Elli;0.33;5.05;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:51:02;2;Fofr Dog Future;20.32;W;22.5;Sigy;0.95;5.21;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:51:02;2;Wildrunners Xxl;25.01;L;15.0;Dusty;0.5;6.18;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:51:02;2;Wildrunners Xxl;25.01;L;15.0;Gordon;0.3;6.71;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:51:02;2;Wildrunners Xxl;25.01;L;15.0;Agnes;1.02;4.75;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:51:02;2;Wildrunners Xxl;25.01;L;15.0;Angie;0.45;5.1;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:53:04;2;Fofr Dog Future;63.85;L;22.5;Ela;0.26;4.21;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:53:04;2;Fofr Dog Future;63.85;L;22.5;Lenny;999.0;4.21;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:53:04;2;Fofr Dog Future;63.85;L;22.5;Elli;999.0;5.0;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:53:04;2;Fofr Dog Future;63.85;L;22.5;Sigy;0.67;5.11;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:53:04;2;Wildrunners Xxl;37.64;W;15.0;Jasper;1.28;999.0;TRUE;TRUE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:53:04;2;Wildrunners Xxl;37.64;W;15.0;Gordon;999.0;6.68;TRUE;TRUE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:53:04;2;Wildrunners Xxl;37.64;W;15.0;Agnes;0.61;4.56;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:53:04;2;Wildrunners Xxl;37.64;W;15.0;Angie;0.43;5.14;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:54:28;2;Fofr Dog Future;20.06;W;22.5;Ela;0.15;4.21;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:54:28;2;Fofr Dog Future;20.06;W;22.5;Lenny;0.0;4.17;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:54:28;2;Fofr Dog Future;20.06;W;22.5;Elli;0.64;4.98;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:54:28;2;Fofr Dog Future;20.06;W;22.5;Sigy;0.74;5.17;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:54:28;2;Wildrunners Xxl;35.61;L;15.0;Jasper;0.21;5.45;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:54:28;2;Wildrunners Xxl;35.61;L;15.0;Gordon;0.67;6.86;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:54:28;2;Wildrunners Xxl;35.61;L;15.0;Agnes;0.61;4.64;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;10:54:28;2;Wildrunners Xxl;35.61;L;15.0;Angie;999.0;999.0;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:03:07;2;Wildrunners Zephyr;22.5;W;27.5;Falco;0.04;4.29;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:03:07;2;Wildrunners Zephyr;22.5;W;27.5;Negro;1.87;4.74;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:03:07;2;Wildrunners Zephyr;22.5;W;27.5;Mason;999.0;5.01;TRUE;TRUE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:03:07;2;Wildrunners Zephyr;22.5;W;27.5;Hank;1.85;4.68;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:03:07;2;Hopíci Brno;23.89;L;17.5;Estee;0.25;4.34;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:03:07;2;Hopíci Brno;23.89;L;17.5;Zelí;0.96;4.96;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:03:07;2;Hopíci Brno;23.89;L;17.5;Dex;2.24;4.4;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:03:07;2;Hopíci Brno;23.89;L;17.5;Tarry;1.67;5.06;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:04:21;2;Wildrunners Zephyr;20.95;W;27.5;Falco;0.16;4.19;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:04:21;2;Wildrunners Zephyr;20.95;W;27.5;Negro;1.69;4.78;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:04:21;2;Wildrunners Zephyr;20.95;W;27.5;Mason;0.0;4.97;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:04:21;2;Wildrunners Zephyr;20.95;W;27.5;Hank;0.51;4.66;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:04:21;2;Hopíci Brno;22.6;L;17.5;Estee;0.26;4.23;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:04:21;2;Hopíci Brno;22.6;L;17.5;Zelí;0.99;5.0;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:04:21;2;Hopíci Brno;22.6;L;17.5;Dex;1.87;4.57;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:04:21;2;Hopíci Brno;22.6;L;17.5;Tarry;0.78;4.89;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:08:11;2;Wildrunners Zephyr;38.95;L;27.5;Negro;-0.17;4.62;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:08:11;2;Wildrunners Zephyr;38.95;L;27.5;Mason;999.0;5.12;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:08:11;2;Wildrunners Zephyr;38.95;L;27.5;Hank;0.26;4.72;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:08:11;2;Wildrunners Zephyr;38.95;L;27.5;Ted;24.41;999.0;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:08:11;2;Hopíci Brno;36.1;W;17.5;Estee;0.18;6.47;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:08:11;2;Hopíci Brno;36.1;W;17.5;Zelí;1.35;4.92;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:08:11;2;Hopíci Brno;36.1;W;17.5;Dex;-0.16;4.63;TRUE;TRUE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:08:11;2;Hopíci Brno;36.1;W;17.5;Tarry;2.07;5.14;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:09:37;2;Wildrunners Zephyr;32.83;L;27.5;Negro;0.06;4.8;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:09:37;2;Wildrunners Zephyr;32.83;L;27.5;Mason;999.0;4.91;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:09:37;2;Wildrunners Zephyr;32.83;L;27.5;Hank;0.24;4.75;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:09:37;2;Wildrunners Zephyr;32.83;L;27.5;Ted;12.98;5.1;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:09:37;2;Hopíci Brno;39.25;W;17.5;Estee;0.45;4.79;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:09:37;2;Hopíci Brno;39.25;W;17.5;Zelí;0.51;5.32;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:09:37;2;Hopíci Brno;39.25;W;17.5;Dex;1.32;4.77;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:09:37;2;Hopíci Brno;39.25;W;17.5;Tarry;1.0;5.12;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:20:52;1;Wildrunners Maximini;23.83;W;25.0;Brooke;0.17;4.26;FALSE;FALSE;TRUE
Heroltice;Hanácké škvarek;2023-04-22;11:20:52;1;Wildrunners Maximini;23.83;W;25.0;Bella;1.92;4.95;FALSE;FALSE;TRUE
Heroltice;Hanácké škvarek;2023-04-22;11:20:52;1;Wildrunners Maximini;23.83;W;25.0;Bree;1.65;4.16;FALSE;FALSE;TRUE
Heroltice;Hanácké škvarek;2023-04-22;11:20:52;1;Wildrunners Maximini;23.83;W;25.0;Bruno;1.96;4.76;FALSE;FALSE;TRUE
Heroltice;Hanácké škvarek;2023-04-22;11:23:20;1;Wildrunners Maximini;19.97;W;25.0;Brooke;0.12;4.24;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:23:20;1;Wildrunners Maximini;19.97;W;25.0;Bella;1.01;4.17;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:23:20;1;Wildrunners Maximini;19.97;W;25.0;Bree;0.54;4.65;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:23:20;1;Wildrunners Maximini;19.97;W;25.0;Bruno;0.59;4.65;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:23:20;1;Wildrunners Nightfall;42.97;L;25.0;Sirius;0.61;4.74;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:23:20;1;Wildrunners Nightfall;42.97;L;25.0;Dexter;0.75;4.18;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:23:20;1;Wildrunners Nightfall;42.97;L;25.0;Bonnie;0.0;4.17;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:23:20;1;Wildrunners Nightfall;42.97;L;25.0;Pax;6.84;4.29;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:24:51;1;Wildrunners Maximini;19.68;W;25.0;Brooke;0.19;4.23;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:24:51;1;Wildrunners Maximini;19.68;W;25.0;Bella;0.78;4.17;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:24:51;1;Wildrunners Maximini;19.68;W;25.0;Bree;0.55;4.77;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:24:51;1;Wildrunners Maximini;19.68;W;25.0;Bruno;0.43;4.56;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:24:51;1;Wildrunners Nightfall;38.72;L;25.0;Sirius;0.53;4.75;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:24:51;1;Wildrunners Nightfall;38.72;L;25.0;Dexter;0.45;4.19;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:24:51;1;Wildrunners Nightfall;38.72;L;25.0;Bonnie;999.0;4.1;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:24:51;1;Wildrunners Nightfall;38.72;L;25.0;Pax;7.36;5.18;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:31:56;1;Fofr Dog;28.03;L;22.5;Hessie;0.1;4.58;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:31:56;1;Fofr Dog;28.03;L;22.5;Dizzy;0.29;4.32;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:31:56;1;Fofr Dog;28.03;L;22.5;Daggry;0.22;3.81;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:31:56;1;Fofr Dog;28.03;L;22.5;Ogi;0.11;4.84;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:31:56;1;Wildrunners Dreamers;17.21;W;25.0;Sunny;0.05;4.29;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:31:56;1;Wildrunners Dreamers;17.21;W;25.0;Dixie;0.0;4.3;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:31:56;1;Wildrunners Dreamers;17.21;W;25.0;Alfie;0.35;3.95;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:31:56;1;Wildrunners Dreamers;17.21;W;25.0;Alex;0.0;4.28;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:33:06;1;Fofr Dog;18.26;L;22.5;Hessie;0.19;4.64;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:33:06;1;Fofr Dog;18.26;L;22.5;Dizzy;0.2;4.28;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:33:06;1;Fofr Dog;18.26;L;22.5;Daggry;0.0;3.89;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:33:06;1;Fofr Dog;18.26;L;22.5;Ogi;0.26;4.79;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:33:06;1;Wildrunners Dreamers;16.85;W;25.0;Sunny;0.06;4.11;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:33:06;1;Wildrunners Dreamers;16.85;W;25.0;Dixie;0.0;4.39;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:33:06;1;Wildrunners Dreamers;16.85;W;25.0;Alfie;0.0;3.9;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:33:06;1;Wildrunners Dreamers;16.85;W;25.0;Alex;0.16;4.24;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:34:27;1;Fofr Dog;17.86;L;22.5;Hessie;0.17;4.66;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:34:27;1;Fofr Dog;17.86;L;22.5;Dizzy;0.14;4.32;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:34:27;1;Fofr Dog;17.86;L;22.5;Daggry;-0.11;3.85;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:34:27;1;Fofr Dog;17.86;L;22.5;Ogi;0.0;4.83;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:34:27;1;Wildrunners Dreamers;17.01;W;25.0;Sunny;0.14;4.08;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:34:27;1;Wildrunners Dreamers;17.01;W;25.0;Dixie;0.0;4.33;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:34:27;1;Wildrunners Dreamers;17.01;W;25.0;Alfie;0.15;3.87;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:34:27;1;Wildrunners Dreamers;17.01;W;25.0;Alex;0.23;4.21;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:45:05;2;Wildrunners Zephyr;23.0;L;27.5;Falco;-0.88;4.01;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:45:05;2;Wildrunners Zephyr;23.0;L;27.5;Mason;0.36;4.73;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:45:05;2;Wildrunners Zephyr;23.0;L;27.5;Hank;0.35;4.75;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:45:05;2;Wildrunners Zephyr;23.0;L;27.5;Ted;9.67;999.0;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:45:05;2;Fofr Dog Future;21.56;W;22.5;Ela;0.11;4.21;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:45:05;2;Fofr Dog Future;21.56;W;22.5;Lenny;0.0;6.05;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:45:05;2;Fofr Dog Future;21.56;W;22.5;Elli;0.16;5.26;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:45:05;2;Fofr Dog Future;21.56;W;22.5;Sigy;0.64;5.12;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:46:37;2;Wildrunners Zephyr;21.95;L;27.5;Falco;0.15;4.01;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:46:37;2;Wildrunners Zephyr;21.95;L;27.5;Mason;0.48;4.81;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:46:37;2;Wildrunners Zephyr;21.95;L;27.5;Hank;0.27;4.69;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:46:37;2;Wildrunners Zephyr;21.95;L;27.5;Ted;7.53;999.0;TRUE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:46:37;2;Fofr Dog Future;19.59;W;22.5;Ela;0.17;4.22;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:46:37;2;Fofr Dog Future;19.59;W;22.5;Lenny;0.0;4.39;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:46:37;2;Fofr Dog Future;19.59;W;22.5;Elli;0.0;5.1;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:46:37;2;Fofr Dog Future;19.59;W;22.5;Sigy;0.56;5.16;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:48:20;2;Wildrunners Zephyr;16.27;W;27.5;Falco;0.16;5.04;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:48:20;2;Wildrunners Zephyr;16.27;W;27.5;Mason;1.44;4.85;FALSE;FALSE;FALSE
Heroltice;Hanácké škvarek;2023-04-22;11:48:20;2;Wildrunners Zephyr;16.27;W;27.5;Hank;999.0;4.79;TRUE;TRUE;FALSE
